Seecod;Cousig;Grccod;Counbrcdt;Locnbrpla;Pernum;Loccod;Grccodtypgrpcou;Coufrqlab;Grccodprt;Remcodtypcou;Couabgitt;Grcnbrpladis;Perjousem;Perhredeb
BA;GLQ1101A;01;2,00;66;55;B-411;C;B;;TLS;GEOLOGIE GENERALE;60;VEN;1245
BA;GLQ1101A;01;2,00;50;35;B-639;L;B;I;TLS;GEOLOGIE GENERALE;15;MER;1245
BA;GLQ1101A;01;2,00;50;36;B-639;L;B;I;TLS;GEOLOGIE GENERALE;15;MER;1345
BA;GLQ1101A;01;2,00;50;37;B-639;L;B;I;TLS;GEOLOGIE GENERALE;15;MER;1445
BA;GLQ1101A;02;2,00;50;35;B-639;L;B;P;TLS;GEOLOGIE GENERALE;15;MER;1245
BA;GLQ1101A;02;2,00;50;36;B-639;L;B;P;TLS;GEOLOGIE GENERALE;15;MER;1345
BA;GLQ1101A;02;2,00;50;37;B-639;L;B;P;TLS;GEOLOGIE GENERALE;15;MER;1445
BA;GLQ1101A;03;2,00;50;11;B-639;L;B;I;TLS;GEOLOGIE GENERALE;15;LUN;0830
BA;GLQ1101A;03;2,00;50;12;B-639;L;B;I;TLS;GEOLOGIE GENERALE;15;LUN;0930
BA;GLQ1101A;03;2,00;50;13;B-639;L;B;I;TLS;GEOLOGIE GENERALE;15;LUN;1030
BA;GLQ1101A;04;2,00;50;11;B-639;L;B;P;TLS;GEOLOGIE GENERALE;15;LUN;0830
BA;GLQ1101A;04;2,00;50;12;B-639;L;B;P;TLS;GEOLOGIE GENERALE;15;LUN;0930
BA;GLQ1101A;04;2,00;50;13;B-639;L;B;P;TLS;GEOLOGIE GENERALE;15;LUN;1030
BA;GLQ2102;01;3,00;45;38;B-620.1;C;H;;TL;GEOLOGIE STRUCTURALE;20;MER;1545
BA;GLQ2102;01;3,00;45;39;B-620.1;C;H;;TL;GEOLOGIE STRUCTURALE;20;MER;1645
BA;GLQ2102;01;3,00;45;53;B-620.1;C;H;;TL;GEOLOGIE STRUCTURALE;20;VEN;1030
BA;GLQ2102;01;3,00;45;21;B-620.1;L;H;;TL;GEOLOGIE STRUCTURALE;20;MAR;0830
BA;GLQ2102;01;3,00;45;22;B-620.1;L;H;;TL;GEOLOGIE STRUCTURALE;20;MAR;0930
BA;GLQ2102;01;3,00;45;23;B-620.1;L;H;;TL;GEOLOGIE STRUCTURALE;20;MAR;1030
BA;GLQ2104;01;3,00;43;46;A-401;C;H;;TL;MINERALOGIE;20;JEU;1345
BA;GLQ2104;01;3,00;43;47;A-401;C;H;;TL;MINERALOGIE;20;JEU;1445
BA;GLQ2104;01;3,00;50;54;C-630;C;H;;TL;MINERALOGIE;20;VEN;1130
BA;GLQ2104;01;3,00;50;17;B-639;L;H;;TL;MINERALOGIE;20;LUN;1445
BA;GLQ2104;01;3,00;50;18;B-639;L;H;;TL;MINERALOGIE;20;LUN;1545
BA;GLQ2104;01;3,00;50;19;B-639;L;H;;TL;MINERALOGIE;20;LUN;1645
BA;GLQ3101;01;3,00;70;25;B-543;C;H;;TL;STRATIGRAPHIE  SEDIMENTOLOGIE;20;MAR;1245
BA;GLQ3101;01;3,00;70;51;B-543;C;H;;TL;STRATIGRAPHIE  SEDIMENTOLOGIE;20;VEN;0830
BA;GLQ3101;01;3,00;70;52;B-543;C;H;;TL;STRATIGRAPHIE  SEDIMENTOLOGIE;20;VEN;0930
BA;GLQ3101;01;3,00;50;41;B-639;L;H;;TL;STRATIGRAPHIE  SEDIMENTOLOGIE;20;JEU;0830
BA;GLQ3101;01;3,00;50;42;B-639;L;H;;TL;STRATIGRAPHIE  SEDIMENTOLOGIE;20;JEU;0930
BA;GLQ3101;01;3,00;50;43;B-639;L;H;;TL;STRATIGRAPHIE  SEDIMENTOLOGIE;20;JEU;1030
BA;GLQ3102;01;1,00;21;13;B-403;C;A;;T;GEOLOGIE GLACIAIRE;20;LUN;1030
BA;GLQ3102;01;1,00;21;14;B-403;C;A;;T;GEOLOGIE GLACIAIRE;20;LUN;1130
BA;GLQ3201;01;3,00;15;57;B-413;C;H;;TL;GEOPHYSIQUE APPLIQUEE I;15;VEN;1445
BA;GLQ3201;01;3,00;15;58;B-413;C;H;;TL;GEOPHYSIQUE APPLIQUEE I;15;VEN;1545
BA;GLQ3201;01;3,00;15;59;B-413;C;H;;TL;GEOPHYSIQUE APPLIQUEE I;15;VEN;1645
BA;GLQ3201;01;3,00;25;21;B-635;L;H;;TL;GEOPHYSIQUE APPLIQUEE I;20;MAR;0830
BA;GLQ3201;01;3,00;25;22;B-635;L;H;;TL;GEOPHYSIQUE APPLIQUEE I;20;MAR;0930
BA;GLQ3201;01;3,00;25;23;B-635;L;H;;TL;GEOPHYSIQUE APPLIQUEE I;20;MAR;1030
BA;GLQ3401;01;3,00;48;16;B-618;C;H;;TL;GEOSTAT. ET GEOL. MINIERES;20;LUN;1345
BA;GLQ3401;01;3,00;48;17;B-618;C;H;;TL;GEOSTAT. ET GEOL. MINIERES;20;LUN;1445
BA;GLQ3401;01;3,00;48;18;B-618;C;H;;TL;GEOSTAT. ET GEOL. MINIERES;20;LUN;1545
BA;GLQ3401;01;3,00;54;37;C-539.3;L;H;;TL;GEOSTAT. ET GEOL. MINIERES;20;MER;1445
BA;GLQ3401;01;3,00;54;38;C-539.3;L;H;;TL;GEOSTAT. ET GEOL. MINIERES;20;MER;1545
BA;GLQ3401;01;3,00;54;39;C-539.3;L;H;;TL;GEOSTAT. ET GEOL. MINIERES;20;MER;1645
BA;GLQ3651;01;2,00;48;16;B-618;C;H;;TL;GEOLOGIE MINIERE;30;LUN;1345
BA;GLQ3651;01;2,00;48;17;B-618;C;H;;TL;GEOLOGIE MINIERE;30;LUN;1445
BA;GLQ3651;01;2,00;48;18;B-618;C;H;;TL;GEOLOGIE MINIERE;30;LUN;1545
BA;GLQ3651;01;2,00;54;37;C-539.3;L;H;;TL;GEOLOGIE MINIERE;30;MER;1445
BA;GLQ3651;01;2,00;54;38;C-539.3;L;H;;TL;GEOLOGIE MINIERE;30;MER;1545
BA;GLQ3651;01;2,00;54;39;C-539.3;L;H;;TL;GEOLOGIE MINIERE;30;MER;1645
BA;GLQ3702;01;3,00;50;28;B-639;C;H;;TL;GISEMENTS METALLIFERES;15;MAR;1545
BA;GLQ3702;01;3,00;50;47;B-639;C;H;;TL;GISEMENTS METALLIFERES;15;JEU;1445
BA;GLQ3702;01;3,00;50;48;B-639;C;H;;TL;GISEMENTS METALLIFERES;15;JEU;1545
BA;GLQ3702;01;3,00;50;31;B-639;L;H;;TL;GISEMENTS METALLIFERES;15;MER;0830
BA;GLQ3702;01;3,00;50;32;B-639;L;H;;TL;GISEMENTS METALLIFERES;15;MER;0930
BA;GLQ3702;01;3,00;50;33;B-639;L;H;;TL;GISEMENTS METALLIFERES;15;MER;1030
BA;GLQ3901;01;1,00;60;5A;DEPT7.1;C;A;;T;STAGE INDUSTRIEL I;15;VEN;1745
BA;GLQ4101;01;3,00;27;15;B-406;C;H;;TL;PETROL. IGNEE ET METAMORPH.;20;LUN;1245
BA;GLQ4101;01;3,00;27;16;B-406;C;H;;TL;PETROL. IGNEE ET METAMORPH.;20;LUN;1345
BA;GLQ4101;01;3,00;27;17;B-406;C;H;;TL;PETROL. IGNEE ET METAMORPH.;20;LUN;1445
BA;GLQ4101;01;3,00;60;31;B-640;L;H;;TL;PETROL. IGNEE ET METAMORPH.;20;MER;0830
BA;GLQ4101;01;3,00;60;32;B-640;L;H;;TL;PETROL. IGNEE ET METAMORPH.;20;MER;0930
BA;GLQ4101;01;3,00;60;33;B-640;L;H;;TL;PETROL. IGNEE ET METAMORPH.;20;MER;1030
BA;GLQ4901;01;1,00;60;5A;DEPT7.1;C;A;;T;STAGE INDUSTRIEL II;5;VEN;1745
BA;GLQ4902;01;1,00;60;5A;DEPT7.1;C;A;;T;STAGE INDUSTRIEL III;5;VEN;1745
BA;GLQ4903;01;1,00;60;5A;DEPT7.1;C;A;;T;STAGE INDUSTRIEL IV;10;VEN;1745
BA;GLQ5901;01;3,00;60;28;DEPT7.1;L;H;;L;PROJET DE FIN D'ETUDES;10;MAR;1545
BA;GLQ5901;01;3,00;60;29;DEPT7.1;L;H;;L;PROJET DE FIN D'ETUDES;10;MAR;1645
BA;IN504;01;3,00;33;31;A-552;C;B;;TL;INFORMATIQUE DE GESTION;20;MER;0830
BA;IN504;01;3,00;33;32;A-552;C;B;;TL;INFORMATIQUE DE GESTION;20;MER;0930
BA;IN504;01;3,00;33;33;A-552;C;B;;TL;INFORMATIQUE DE GESTION;20;MER;1030
BA;IN504;01;3,00;54;51;C-539.2;L;B;I;TL;INFORMATIQUE DE GESTION;20;VEN;0830
BA;IN504;01;3,00;54;52;C-539.2;L;B;I;TL;INFORMATIQUE DE GESTION;20;VEN;0930
BA;IN504;01;3,00;54;53;C-539.2;L;B;I;TL;INFORMATIQUE DE GESTION;20;VEN;1030
BA;IN505;01;3,00;41;46;B-638;C;H;;TL;OUTILS LOGICIELS L'INGENIEUR;30;JEU;1345
BA;IN505;01;3,00;41;47;B-638;C;H;;TL;OUTILS LOGICIELS L'INGENIEUR;30;JEU;1445
BA;IN505;01;3,00;41;48;B-638;C;H;;TL;OUTILS LOGICIELS L'INGENIEUR;30;JEU;1545
BA;IN505;01;3,00;58;22;B-511;L;H;;TL;OUTILS LOGICIELS L'INGENIEUR;30;MAR;0930
BA;IN505;01;3,00;58;23;B-511;L;H;;TL;OUTILS LOGICIELS L'INGENIEUR;30;MAR;1030
BA;IN505;01;3,00;58;24;B-511;L;H;;TL;OUTILS LOGICIELS L'INGENIEUR;30;MAR;1130
BA;IND2103;01;3,00;94;13;A-616;C;H;;TLS;PROCEDES DE FABRICATION I;70;LUN;1030
BA;IND2103;01;3,00;94;14;A-616;C;H;;TLS;PROCEDES DE FABRICATION I;70;LUN;1130
BA;IND2103;01;3,00;73;25;B-600.6;C;H;;TLS;PROCEDES DE FABRICATION I;70;MAR;1245
BA;IND2103;01;3,00;73;26;B-600.6;C;H;;TLS;PROCEDES DE FABRICATION I;70;MAR;1345
BA;IND2103;01;3,00;50;46;C-138;L;H;;TLS;PROCEDES DE FABRICATION I;22;JEU;1345
BA;IND2103;01;3,00;50;47;C-138;L;H;;TLS;PROCEDES DE FABRICATION I;22;JEU;1445
BA;IND2103;01;3,00;50;48;C-138;L;H;;TLS;PROCEDES DE FABRICATION I;22;JEU;1545
BA;IND2103;01;3,00;50;49;C-138;L;H;;TLS;PROCEDES DE FABRICATION I;22;JEU;1645
BA;IND2103;02;3,00;50;46;C-138;L;H;;TLS;PROCEDES DE FABRICATION I;22;JEU;1345
BA;IND2103;02;3,00;50;47;C-138;L;H;;TLS;PROCEDES DE FABRICATION I;22;JEU;1445
BA;IND2103;02;3,00;50;48;C-138;L;H;;TLS;PROCEDES DE FABRICATION I;22;JEU;1545
BA;IND2103;02;3,00;50;49;C-138;L;H;;TLS;PROCEDES DE FABRICATION I;22;JEU;1645
BA;IND2103;03;3,00;30;46;A-602;L;H;;TLS;PROCEDES DE FABRICATION I;22;JEU;1345
BA;IND2103;03;3,00;30;47;A-602;L;H;;TLS;PROCEDES DE FABRICATION I;22;JEU;1445
BA;IND2103;03;3,00;30;48;A-602;L;H;;TLS;PROCEDES DE FABRICATION I;22;JEU;1545
BA;IND2103;03;3,00;30;49;A-602;L;H;;TLS;PROCEDES DE FABRICATION I;22;JEU;1645
BA;IND2103;04;3,00;25;46;A-617;L;H;;TLS;PROCEDES DE FABRICATION I;22;JEU;1345
BA;IND2103;04;3,00;25;47;A-617;L;H;;TLS;PROCEDES DE FABRICATION I;22;JEU;1445
BA;IND2103;04;3,00;25;48;A-617;L;H;;TLS;PROCEDES DE FABRICATION I;22;JEU;1545
BA;IND2103;04;3,00;25;49;A-617;L;H;;TLS;PROCEDES DE FABRICATION I;22;JEU;1645
BA;IND2301;01;2,00;69;26;B-620.2;C;A;;T;GESTION DE PROJ. TECHNOL.;60;MAR;1345
BA;IND2301;01;2,00;69;27;B-620.2;C;A;;T;GESTION DE PROJ. TECHNOL.;60;MAR;1445
BA;IND2301;01;2,00;69;28;B-620.2;C;A;;T;GESTION DE PROJ. TECHNOL.;60;MAR;1545
BA;IND2301;02;2,00;94;1C0;A-616;C;A;;T;GESTION DE PROJ. TECHNOL.;60;LUN;1900
BA;IND2301;02;2,00;94;1D0;A-616;C;A;;T;GESTION DE PROJ. TECHNOL.;60;LUN;2000
BA;IND2301;02;2,00;94;1E0;A-616;C;A;;T;GESTION DE PROJ. TECHNOL.;60;LUN;2100
BA;IND2301;03;2,00;90;1C0;B-600.3;C;A;;T;GESTION DE PROJ. TECHNOL.;60;LUN;1900
BA;IND2301;03;2,00;90;1D0;B-600.3;C;A;;T;GESTION DE PROJ. TECHNOL.;60;LUN;2000
BA;IND2301;03;2,00;90;1E0;B-600.3;C;A;;T;GESTION DE PROJ. TECHNOL.;60;LUN;2100
BA;IND2301;04;2,00;73;1C0;B-600.6;C;A;;T;GESTION DE PROJ. TECHNOL.;60;LUN;1900
BA;IND2301;04;2,00;73;1D0;B-600.6;C;A;;T;GESTION DE PROJ. TECHNOL.;60;LUN;2000
BA;IND2301;04;2,00;73;1E0;B-600.6;C;A;;T;GESTION DE PROJ. TECHNOL.;60;LUN;2100
BA;IND2303;01;3,00;94;21;A-616;C;H;;TLS;CONC. ET REING. D'IMPLANTAT.;90;MAR;0830
BA;IND2303;01;3,00;94;22;A-616;C;H;;TLS;CONC. ET REING. D'IMPLANTAT.;90;MAR;0930
BA;IND2303;01;3,00;94;23;A-616;C;H;;TLS;CONC. ET REING. D'IMPLANTAT.;90;MAR;1030
BA;IND2303;01;3,00;45;52;A-610;L;H;;TLS;CONC. ET REING. D'IMPLANTAT.;45;VEN;0930
BA;IND2303;01;3,00;45;53;A-610;L;H;;TLS;CONC. ET REING. D'IMPLANTAT.;45;VEN;1030
BA;IND2303;01;3,00;45;54;A-610;L;H;;TLS;CONC. ET REING. D'IMPLANTAT.;45;VEN;1130
BA;IND2303;02;3,00;45;16;A-610;L;H;;TLS;CONC. ET REING. D'IMPLANTAT.;45;LUN;1345
BA;IND2303;02;3,00;45;17;A-610;L;H;;TLS;CONC. ET REING. D'IMPLANTAT.;45;LUN;1445
BA;IND2303;02;3,00;45;18;A-610;L;H;;TLS;CONC. ET REING. D'IMPLANTAT.;45;LUN;1545
BA;IND2501;01;3,00;98;21;B-311;C;A;;T;INGENIERIE DE LA QUALITE;60;MAR;0830
BA;IND2501;01;3,00;98;22;B-311;C;A;;T;INGENIERIE DE LA QUALITE;60;MAR;0930
BA;IND2501;01;3,00;73;46;B-600.6;C;A;;T;INGENIERIE DE LA QUALITE;60;JEU;1345
BA;IND2801;01;4,00;98;16;B-311;C;H;;TLS;ANAL. CONC. POSTES DE TRAVAIL;76;LUN;1345
BA;IND2801;01;4,00;98;17;B-311;C;H;;TLS;ANAL. CONC. POSTES DE TRAVAIL;76;LUN;1445
BA;IND2801;01;4,00;98;18;B-311;C;H;;TLS;ANAL. CONC. POSTES DE TRAVAIL;76;LUN;1545
BA;IND2801;01;4,00;77;51;A-410;C;H;;TLS;ANAL. CONC. POSTES DE TRAVAIL;76;VEN;0830
BA;IND2801;01;4,00;77;52;A-410;C;H;;TLS;ANAL. CONC. POSTES DE TRAVAIL;76;VEN;0930
BA;IND2801;01;4,00;45;42;A-610;L;H;;TLS;ANAL. CONC. POSTES DE TRAVAIL;38;JEU;0930
BA;IND2801;01;4,00;45;43;A-610;L;H;;TLS;ANAL. CONC. POSTES DE TRAVAIL;38;JEU;1030
BA;IND2801;01;4,00;45;44;A-610;L;H;;TLS;ANAL. CONC. POSTES DE TRAVAIL;38;JEU;1130
BA;IND2801;02;4,00;45;22;A-610;L;H;;TLS;ANAL. CONC. POSTES DE TRAVAIL;38;MAR;0930
BA;IND2801;02;4,00;45;23;A-610;L;H;;TLS;ANAL. CONC. POSTES DE TRAVAIL;38;MAR;1030
BA;IND2801;02;4,00;45;24;A-610;L;H;;TLS;ANAL. CONC. POSTES DE TRAVAIL;38;MAR;1130
BA;IND3103;01;2,00;90;27;B-600.3;C;H;;TL;INGENIERIE D'USINE;72;MAR;1445
BA;IND3103;01;2,00;90;28;B-600.3;C;H;;TL;INGENIERIE D'USINE;72;MAR;1545
BA;IND3103;01;2,00;90;29;B-600.3;L;H;;TL;INGENIERIE D'USINE;72;MAR;1645
BA;IND3104;01;3,00;66;41;B-411;C;H;;TLS;AUTOMATIQUE INDUSTRIELLE;60;JEU;0830
BA;IND3104;01;3,00;66;42;B-411;C;H;;TLS;AUTOMATIQUE INDUSTRIELLE;60;JEU;0930
BA;IND3104;01;3,00;45;46;A-610;L;H;;TLS;AUTOMATIQUE INDUSTRIELLE;20;JEU;1345
BA;IND3104;01;3,00;45;47;A-610;L;H;;TLS;AUTOMATIQUE INDUSTRIELLE;20;JEU;1445
BA;IND3104;01;3,00;45;48;A-610;L;H;;TLS;AUTOMATIQUE INDUSTRIELLE;20;JEU;1545
BA;IND3104;02;3,00;45;11;A-610;L;H;;TLS;AUTOMATIQUE INDUSTRIELLE;20;LUN;0830
BA;IND3104;02;3,00;45;12;A-610;L;H;;TLS;AUTOMATIQUE INDUSTRIELLE;20;LUN;0930
BA;IND3104;02;3,00;45;13;A-610;L;H;;TLS;AUTOMATIQUE INDUSTRIELLE;20;LUN;1030
BA;IND3104;03;3,00;45;31;A-610;L;H;;TLS;AUTOMATIQUE INDUSTRIELLE;20;MER;0830
BA;IND3104;03;3,00;45;32;A-610;L;H;;TLS;AUTOMATIQUE INDUSTRIELLE;20;MER;0930
BA;IND3104;03;3,00;45;33;A-610;L;H;;TLS;AUTOMATIQUE INDUSTRIELLE;20;MER;1030
BA;IND3601;01;3,00;98;56;B-311;C;B;;TLS;CONC. SYST. D'INFORMATION;90;VEN;1345
BA;IND3601;01;3,00;98;57;B-311;C;B;;TLS;CONC. SYST. D'INFORMATION;90;VEN;1445
BA;IND3601;01;3,00;98;58;B-311;C;B;;TLS;CONC. SYST. D'INFORMATION;90;VEN;1545
BA;IND3601;01;3,00;84;37;C-537;L;B;I;TLS;CONC. SYST. D'INFORMATION;45;MER;1445
BA;IND3601;01;3,00;84;38;C-537;L;B;I;TLS;CONC. SYST. D'INFORMATION;45;MER;1545
BA;IND3601;01;3,00;84;39;C-537;L;B;I;TLS;CONC. SYST. D'INFORMATION;45;MER;1645
BA;IND3601;02;3,00;84;37;C-537;L;B;P;TLS;CONC. SYST. D'INFORMATION;45;MER;1445
BA;IND3601;02;3,00;84;38;C-537;L;B;P;TLS;CONC. SYST. D'INFORMATION;45;MER;1545
BA;IND3601;02;3,00;84;39;C-537;L;B;P;TLS;CONC. SYST. D'INFORMATION;45;MER;1645
BA;IND3901;01;4,00;80;27;B-512;L;H;;L;PROJET INTEGRATEUR I;70;MAR;1445
BA;IND3901;01;4,00;80;28;B-512;L;H;;L;PROJET INTEGRATEUR I;70;MAR;1545
BA;IND3901;01;4,00;80;29;B-512;L;H;;L;PROJET INTEGRATEUR I;70;MAR;1645
BA;IND3901;01;4,00;80;32;B-512;L;H;;L;PROJET INTEGRATEUR I;70;MER;0930
BA;IND3901;01;4,00;80;33;B-512;L;H;;L;PROJET INTEGRATEUR I;70;MER;1030
BA;IND3901;01;4,00;80;34;B-512;L;H;;L;PROJET INTEGRATEUR I;70;MER;1130
BA;IND4108;01;3,00;94;2B1;A-616;C;H;;TL;PRODUCTIQUE II;15;MAR;1830
BA;IND4108;01;3,00;94;2C1;A-616;C;H;;TL;PRODUCTIQUE II;15;MAR;1930
BA;IND4108;01;3,00;94;2D1;A-616;C;H;;TL;PRODUCTIQUE II;15;MAR;2030
BA;IND4108;01;3,00;56;46;A-611;L;H;;TL;PRODUCTIQUE II;15;JEU;1345
BA;IND4108;01;3,00;56;47;A-611;L;H;;TL;PRODUCTIQUE II;15;JEU;1445
BA;IND4108;01;3,00;56;48;A-611;L;H;;TL;PRODUCTIQUE II;15;JEU;1545
BA;IND4201;01;3,00;94;41;A-616;C;A;;T;STRUCT.ET DYN. DE L'ENTREPRISE;100;JEU;0830
BA;IND4201;01;3,00;94;42;A-616;C;A;;T;STRUCT.ET DYN. DE L'ENTREPRISE;100;JEU;0930
BA;IND4201;01;3,00;94;43;A-616;C;A;;T;STRUCT.ET DYN. DE L'ENTREPRISE;100;JEU;1030
BA;IND4304;01;3,00;94;56;A-616;C;B;;TLS;APPROV. ET DISTRIBUTION;76;VEN;1345
BA;IND4304;01;3,00;94;57;A-616;C;B;;TLS;APPROV. ET DISTRIBUTION;76;VEN;1445
BA;IND4304;01;3,00;94;58;A-616;C;B;;TLS;APPROV. ET DISTRIBUTION;76;VEN;1545
BA;IND4304;01;3,00;44;36;C-229.2;L;B;I;TLS;APPROV. ET DISTRIBUTION;38;MER;1345
BA;IND4304;01;3,00;44;37;C-229.2;L;B;I;TLS;APPROV. ET DISTRIBUTION;38;MER;1445
BA;IND4304;01;3,00;44;38;C-229.2;L;B;I;TLS;APPROV. ET DISTRIBUTION;38;MER;1545
BA;IND4304;02;3,00;44;36;C-229.2;L;B;P;TLS;APPROV. ET DISTRIBUTION;38;MER;1345
BA;IND4304;02;3,00;44;37;C-229.2;L;B;P;TLS;APPROV. ET DISTRIBUTION;38;MER;1445
BA;IND4304;02;3,00;44;38;C-229.2;L;B;P;TLS;APPROV. ET DISTRIBUTION;38;MER;1545
BA;IND4404;01;3,00;43;31;A-401;C;B;;TL;MOD. QUANTIT. GEST. ING.;43;MER;0830
BA;IND4404;01;3,00;43;32;A-401;C;B;;TL;MOD. QUANTIT. GEST. ING.;43;MER;0930
BA;IND4404;01;3,00;43;33;A-401;C;B;;TL;MOD. QUANTIT. GEST. ING.;43;MER;1030
BA;IND4404;01;3,00;44;51;B-621;L;B;I;TL;MOD. QUANTIT. GEST. ING.;43;VEN;0830
BA;IND4404;01;3,00;44;52;B-621;L;B;I;TL;MOD. QUANTIT. GEST. ING.;43;VEN;0930
BA;IND4404;01;3,00;44;53;B-621;L;B;I;TL;MOD. QUANTIT. GEST. ING.;43;VEN;1030
BA;IND4702;01;3,00;90;36;B-600.3;C;A;;T;PERFORM. ET PRIX DE REVIENT;80;MER;1345
BA;IND4702;01;3,00;90;37;B-600.3;C;A;;T;PERFORM. ET PRIX DE REVIENT;80;MER;1445
BA;IND4702;01;3,00;90;38;B-600.3;C;A;;T;PERFORM. ET PRIX DE REVIENT;80;MER;1545
BA;IND4903;01;4,00;80;12;B-512;L;H;;L;PRISME;30;LUN;0930
BA;IND4903;01;4,00;80;13;B-512;L;H;;L;PRISME;30;LUN;1030
BA;IND4903;01;4,00;80;14;B-512;L;H;;L;PRISME;30;LUN;1130
BA;IND4903;02;4,00;80;16;B-512;L;H;;L;PRISME;30;LUN;1345
BA;IND4903;02;4,00;80;17;B-512;L;H;;L;PRISME;30;LUN;1445
BA;IND4903;02;4,00;80;18;B-512;L;H;;L;PRISME;30;LUN;1545
BA;IND4904;01;3,00;60;28;DEPT9.1;L;H;;L;PROJET DE PRODUCTIQUE;10;MAR;1545
BA;IND4904;01;3,00;60;29;DEPT9.1;L;H;;L;PROJET DE PRODUCTIQUE;10;MAR;1645
BA;INF1101;01;3,00;51;18;A-503;C;H;;TL;ALGOR. ET STRUCT.DE DONNEES;51;LUN;1545
BA;INF1101;01;3,00;51;19;A-503;C;H;;TL;ALGOR. ET STRUCT.DE DONNEES;51;LUN;1645
BA;INF1101;01;3,00;55;36;A-608;C;H;;TL;ALGOR. ET STRUCT.DE DONNEES;51;MER;1345
BA;INF1101;01;3,00;62;51;C-539.6;L;H;;TL;ALGOR. ET STRUCT.DE DONNEES;51;VEN;0830
BA;INF1101;01;3,00;62;52;C-539.6;L;H;;TL;ALGOR. ET STRUCT.DE DONNEES;51;VEN;0930
BA;INF1101;01;3,00;62;53;C-539.6;L;H;;TL;ALGOR. ET STRUCT.DE DONNEES;51;VEN;1030
BA;INF1101;02;3,00;55;13;A-608;C;H;;TL;ALGOR. ET STRUCT.DE DONNEES;50;LUN;1030
BA;INF1101;02;3,00;50;53;C-624;C;H;;TL;ALGOR. ET STRUCT.DE DONNEES;50;VEN;1030
BA;INF1101;02;3,00;50;54;C-624;C;H;;TL;ALGOR. ET STRUCT.DE DONNEES;50;VEN;1130
BA;INF1101;02;3,00;54;37;C-539.2;L;H;;TL;ALGOR. ET STRUCT.DE DONNEES;50;MER;1445
BA;INF1101;02;3,00;54;38;C-539.2;L;H;;TL;ALGOR. ET STRUCT.DE DONNEES;50;MER;1545
BA;INF1101;02;3,00;54;39;C-539.2;L;H;;TL;ALGOR. ET STRUCT.DE DONNEES;50;MER;1645
BA;INF1101;03;3,00;55;17;A-526;C;H;;TL;ALGOR. ET STRUCT.DE DONNEES;54;LUN;1445
BA;INF1101;03;3,00;55;18;A-526;C;H;;TL;ALGOR. ET STRUCT.DE DONNEES;54;LUN;1545
BA;INF1101;03;3,00;55;38;A-608;C;H;;TL;ALGOR. ET STRUCT.DE DONNEES;54;MER;1545
BA;INF1101;03;3,00;54;11;C-539.3;L;H;;TL;ALGOR. ET STRUCT.DE DONNEES;54;LUN;0830
BA;INF1101;03;3,00;54;12;C-539.3;L;H;;TL;ALGOR. ET STRUCT.DE DONNEES;54;LUN;0930
BA;INF1101;03;3,00;54;13;C-539.3;L;H;;TL;ALGOR. ET STRUCT.DE DONNEES;54;LUN;1030
BA;INF2500;01;3,00;56;31;A-522;C;B;;TLS;ARCHITECTURE DES ORDINATEURS;56;MER;0830
BA;INF2500;01;3,00;56;32;A-522;C;B;;TLS;ARCHITECTURE DES ORDINATEURS;56;MER;0930
BA;INF2500;01;3,00;56;33;A-522;C;B;;TLS;ARCHITECTURE DES ORDINATEURS;56;MER;1030
BA;INF2500;01;3,00;46;41;B-504;L;B;I;TLS;ARCHITECTURE DES ORDINATEURS;40;JEU;0830
BA;INF2500;01;3,00;46;42;B-504;L;B;I;TLS;ARCHITECTURE DES ORDINATEURS;40;JEU;0930
BA;INF2500;01;3,00;46;43;B-504;L;B;I;TLS;ARCHITECTURE DES ORDINATEURS;40;JEU;1030
BA;INF2500;02;3,00;56;11;A-609;C;B;;TLS;ARCHITECTURE DES ORDINATEURS;56;LUN;0830
BA;INF2500;02;3,00;56;12;A-609;C;B;;TLS;ARCHITECTURE DES ORDINATEURS;56;LUN;0930
BA;INF2500;02;3,00;56;13;A-609;C;B;;TLS;ARCHITECTURE DES ORDINATEURS;56;LUN;1030
BA;INF2500;02;3,00;48;41;B-508;L;B;P;TLS;ARCHITECTURE DES ORDINATEURS;40;JEU;0830
BA;INF2500;02;3,00;48;42;B-508;L;B;P;TLS;ARCHITECTURE DES ORDINATEURS;40;JEU;0930
BA;INF2500;02;3,00;48;43;B-508;L;B;P;TLS;ARCHITECTURE DES ORDINATEURS;40;JEU;1030
BA;INF2500;03;3,00;48;37;B-508;L;B;I;TLS;ARCHITECTURE DES ORDINATEURS;40;MER;1445
BA;INF2500;03;3,00;48;38;B-508;L;B;I;TLS;ARCHITECTURE DES ORDINATEURS;40;MER;1545
BA;INF2500;03;3,00;48;39;B-508;L;B;I;TLS;ARCHITECTURE DES ORDINATEURS;40;MER;1645
BA;INF2501;01;3,00;64;55;A-604;C;B;;TLS;LOGIQUE ELECTRONIQUE;60;VEN;1245
BA;INF2501;01;3,00;64;56;A-604;C;B;;TLS;LOGIQUE ELECTRONIQUE;60;VEN;1345
BA;INF2501;01;3,00;64;57;A-604;C;B;;TLS;LOGIQUE ELECTRONIQUE;60;VEN;1445
BA;INF2501;01;3,00;40;35;A-328;L;B;I;TLS;LOGIQUE ELECTRONIQUE;30;MER;1245
BA;INF2501;01;3,00;40;36;A-328;L;B;I;TLS;LOGIQUE ELECTRONIQUE;30;MER;1345
